,store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
7545,9058073483445175539,1369,0,0,130,7,0
7546,145837327256477189,597,1,0,902,10,0
7547,1915022108637321388,339,16,0,1160,20,0
7548,9183039874392829506,1017,8,0,482,10,0
7549,9040075712490361522,1083,8,0,416,10,0
7550,3037045825383010539,1090,8,0,409,10,0
7551,6495700323415350728,708,0,0,791,18,0
7552,2498732010723569224,711,0,0,788,18,0
7553,4429520226772793408,1316,0,0,183,8,0
7554,4357126028122353401,1418,6,0,81,1,0
7555,5026004132212160099,1039,20,0,460,22,0
7556,8660236101787985178,594,22,0,905,20,0
7557,5952635218670167494,1051,1,0,448,10,0
7558,2752990851432409017,1295,2,0,204,6,0
7559,3795675259324804515,1430,4,0,69,3,0
7560,5355001519649332293,715,0,0,784,18,0
7561,2780357796304353564,1374,0,0,125,7,0
7562,6447892208289526710,1304,5,0,195,3,0
7563,8777577477134356283,1117,0,0,382,9,0
7564,8653795445027898790,1431,0,0,68,6,0
7565,450779712077345360,1373,0,0,126,7,0
7566,2561735615977369498,842,0,0,657,10,0
7567,6125006294103022552,210,11,0,1289,1,0
7568,2402546386420816246,279,12,0,1220,0,0
7569,3158140630005148780,554,11,0,945,0,0
7570,4894791864539115200,150,9,0,1349,3,0
7571,4456039450101971979,1031,8,0,468,10,0
7572,3160990068346781748,1033,8,0,466,10,0
7573,1167606057400056873,709,0,0,790,18,0
7574,7542222941003683444,1014,8,0,485,10,0
7575,2742824468566253435,51,1,0,8,6,0
7576,8300272962943424164,1012,8,0,487,10,0
7577,8141836060541283641,1415,7,0,84,0,0
7578,2425208570270799633,708,0,0,791,18,0
7579,1995940797507699317,595,22,0,904,20,0
7580,1530501341630120738,1370,0,0,129,7,0
7581,2337298793142069518,874,7,0,625,3,0
7582,6286648411907335849,1289,21,0,210,21,0
7583,7424505374009570477,1020,8,0,479,10,0
7584,54515546588432327,878,10,0,621,0,0
7585,9019321732444099702,1374,0,0,125,7,0
7586,397600146078654208,665,22,0,834,20,0
7587,5974787102868394715,1372,0,0,127,7,0
7588,1426217606935323315,1010,8,0,489,10,0
7589,6671163645959000296,60,18,0,0,0,0
7590,4853831736609196085,600,21,0,899,21,0
7591,4333227454205361032,879,8,0,620,0,0
7592,158671928024418647,1432,7,0,67,1,0
7593,9107376746523515712,945,8,0,554,10,0
7594,2700013316652563371,1401,8,0,98,10,0
7595,1487592364035882156,1320,7,0,179,11,0
7596,456439152727050046,1304,7,0,195,1,0
7597,1337863283388780288,1436,0,0,63,6,0
7598,152768986927483535,1435,21,0,64,10,0
7599,5459173300046701487,1429,6,0,70,1,0
7600,863794542184883067,205,12,0,1294,0,0
7601,4822879086425458613,872,6,0,627,0,0
7602,1292451605174320093,0,15,0,0,10,0
7603,7967935761195614376,1044,8,0,455,10,0
7604,3581960394101724719,1056,14,0,443,21,0
7605,7768556449695294033,0,5,0,0,20,0
7606,3957908745626629806,1126,23,0,373,10,0
7607,1864167637150306870,1031,8,0,468,10,0
7608,1570635880469678418,1009,8,0,490,10,0
7609,6130331938228955870,209,11,0,1290,1,0
7610,1878909756023321407,1112,6,0,387,0,0
7611,8056381238752548021,562,8,0,937,0,0
7612,5245124405201535747,1251,0,0,248,5,0
7613,7116046242580699984,1430,4,0,69,3,0
7614,8152964317631435022,552,22,0,947,20,0
7615,1034685929854317101,715,1,0,784,17,0
7616,8015375636378830386,1426,6,0,73,1,0
7617,2492080128560702469,211,11,0,1288,1,0
7618,6666138064349946058,1022,8,0,477,10,0
7619,6347338943870693631,1434,22,0,65,10,0
7620,1476954892081861537,575,9,0,924,0,0
7621,2862628250099307864,1430,21,0,69,10,0
7622,2896020235551538817,316,16,0,1183,20,0
7623,227734553629043364,886,0,0,613,10,0
7624,5599393017623648566,204,12,0,1295,0,0
7625,4083038741367583435,198,2,0,1301,10,0
7626,496712378214607442,627,22,0,872,20,0
7627,7257261679417882534,1376,0,0,123,7,0
7628,1785187966167085115,1134,0,0,365,11,0
7629,1192951921915455127,0,3,0,0,0,0
7630,7673628983954986866,708,0,0,791,18,0
7631,218837831150362498,0,15,0,0,10,0
7632,1149449414046964687,210,12,0,1289,0,0
7633,2907412593306028871,1106,8,0,393,10,0
7634,4100770966081781255,1374,0,0,125,7,0
7635,8757398362909430924,1241,21,0,258,21,0
7636,4276130837793847765,1303,7,0,196,1,0
7637,2987501780050986074,1053,8,0,446,10,0
7638,5836681102004483657,1034,8,0,465,10,0
7639,8478403233959906794,1368,0,0,131,7,0
7640,483943331818326309,222,9,0,1277,3,0
7641,7756207926516645470,1427,7,0,72,1,0
7642,9216750788487426973,870,6,0,629,0,0
7643,6884665297634026227,1418,4,0,81,3,0
7644,8087361826665609451,621,22,0,878,20,0
7645,2952400957608894747,1437,0,0,62,6,0
7646,2496474873942918106,1100,8,0,399,10,0
7647,4143487675911538838,1413,8,0,86,10,0
7648,4061388087244633506,1034,8,0,465,10,0
7649,236849387439060411,0,22,0,0,3,0
7650,2747995138788244473,711,0,0,788,18,0
7651,5481619885006677699,1418,1,0,81,6,0
7652,3585649224838781210,1377,0,0,122,7,0
7653,1023195882669842302,577,10,0,922,1,0
7654,6624913797865497995,943,8,0,556,10,0
7655,4845861559963896981,1031,8,0,468,10,0
7656,4265110397136391299,864,10,0,635,0,0
7657,8914753178538210559,368,7,0,1131,11,0
7658,6705443450437152216,1311,0,0,188,8,0
7659,4727462204814959478,864,6,0,635,0,0
7660,846113665999561099,558,20,0,941,22,0
7661,711497490574507254,175,2,0,1324,10,0
7662,260481755251486255,1428,4,0,71,3,0
7663,5616195377193904674,1434,21,0,65,10,0
7664,87849527496468364,978,8,0,521,10,0
7665,4961465938223965416,943,8,0,556,10,0
7666,3888353109237045073,1071,0,0,428,12,0
7667,9040183329277140587,1136,0,0,363,11,0
7668,943511144282209813,1373,0,0,126,7,0
7669,6152380979210719440,1024,8,0,475,10,0
7670,7436792072273365951,556,8,0,943,10,0
7671,2099195835339228119,668,20,0,831,22,0
7672,8467612948700440313,719,0,0,780,18,0
7673,3502881323144858105,1425,7,0,74,0,0
7674,6468358254857272627,1311,0,0,188,8,0
7675,119512675364449332,58,20,0,0,10,0
7676,8530852883634137224,0,0,0,0,18,0
7677,4536632589623017319,1023,8,0,476,10,0
7678,3028479637019313342,938,8,0,561,10,0
7679,4198517563415552542,1376,0,0,123,7,0
7680,2285102209096695236,708,0,0,791,18,0
7681,2352754504700354367,1020,8,0,479,10,0
7682,8071915193777761718,1420,6,0,79,1,0
7683,8199642993458117137,1300,7,0,199,11,0
7684,8402173934772565291,287,18,0,1212,0,0
7685,6171918309932228660,1009,8,0,490,10,0
7686,4491449574130085817,1432,6,0,67,1,0
7687,5007360336654642034,942,6,0,557,12,0
7688,5676321144596788089,1370,0,0,129,7,0
7689,5838928981549725862,1076,21,0,423,10,0
7690,1491501199778406229,1040,15,0,459,3,0
7691,6038738956548497033,1073,0,0,426,12,0
7692,2330927849624990929,1427,7,0,72,0,0
7693,4547595757479538962,631,22,0,868,20,0
7694,6679610164581485748,1096,8,0,403,10,0
7695,5666591683207730235,54,6,0,5,0,0
7696,5596167135534126130,205,12,0,1294,0,0
7697,7217165329319252476,943,8,0,556,10,0
7698,5537544661782892097,1297,8,0,202,0,0
7699,1822513921940809969,330,16,0,1169,20,0
7700,1396650693591399695,1016,8,0,483,10,0
7701,8232267027750604795,196,2,0,1303,10,0
7702,4900000786372499315,1012,8,0,487,10,0
7703,7794572028181286231,866,1,0,633,10,0
7704,7182591324793805386,1008,6,0,491,12,0
7705,6937287792105882525,1430,4,0,69,3,0
7706,1322961426183602210,261,7,0,1238,11,0
7707,8987701285663964601,1428,21,0,71,10,0
7708,1251293502881342943,1432,21,0,67,10,0
7709,1881687535241894391,1429,21,0,70,10,0
7710,5500722144126285389,708,0,0,791,18,0
7711,4469266763268448211,1021,4,0,478,14,0
7712,1832687117327210189,876,10,0,623,0,0
7713,789887362181120709,1432,7,0,67,1,0
7714,5176185800499436684,0,23,0,0,3,0
7715,5687429100870393327,563,9,0,936,0,0
7716,4470467676763425540,1373,0,0,126,7,0
7717,8983384337192149543,1057,8,0,442,10,0
7718,5532016128416472713,581,2,0,918,10,0
7719,7030668286999776284,933,8,0,566,10,0
7720,7255960313198842562,1014,8,0,485,10,0
7721,2113472381603228685,1387,7,0,112,11,0
7722,9133736009860884477,1375,0,0,124,3,0
7723,7533585614717130592,1127,3,0,372,6,0
7724,4149936396261035889,1304,2,0,195,6,0
7725,5779257783855199952,1437,1,0,62,6,0
7726,2559685299892422826,552,11,0,947,1,0
7727,603100592051565916,476,22,0,1023,20,0
7728,5342553258301536644,576,22,0,923,20,0
7729,8103536464226981985,1426,1,0,73,6,0
7730,2514471279779267682,47,0,0,11,5,0
7731,2891116411302585912,1115,8,0,384,10,0
7732,4705453985764249455,1377,0,0,122,7,0
7733,5003030606485636362,1371,0,0,128,7,0
7734,5328081464383523419,708,0,0,791,18,0
7735,2326999754624255053,878,8,0,621,3,0
7736,6893478754480940842,1193,0,0,306,10,0
7737,1402111194016878576,1437,6,0,62,1,0
7738,2212700514251803984,711,0,0,788,18,0
7739,1669959526423358084,1026,8,0,473,10,0
7740,7863786493431352986,1429,6,0,70,1,0
7741,7436945036787633982,709,0,0,790,18,0
7742,524349662901787768,1416,7,0,83,0,0
7743,7531678295866584551,1065,8,0,434,10,0
7744,7207913300369618381,708,0,0,791,18,0
7745,8293359695034157761,1430,0,0,69,6,0
7746,7305384795247942606,877,9,0,622,1,0
7747,1257920228441546009,595,22,0,904,20,0
7748,1278938438811924625,1369,0,0,130,7,0
7749,4591038290182462122,48,6,0,11,0,0
7750,6354937303582572029,1370,0,0,129,7,0
7751,5992423592974344625,633,8,0,866,10,0
7752,7746530507572310080,945,8,0,554,10,0
7753,1032470530071453453,612,22,0,887,20,0
7754,2902464163495727341,1428,4,0,71,3,0
7755,4947809321136113904,0,14,0,0,10,0
7756,8607534418017737162,1115,8,0,384,10,0
7757,5233454347759753445,1008,8,0,491,10,0
7758,8949908665545517611,316,12,0,1183,0,0
7759,2957662493048070470,1421,21,0,78,10,0
7760,557493158298586356,1121,23,0,378,10,0
7761,8511861906036094671,1433,0,0,66,6,0
7762,400616917847252076,1126,23,0,373,10,0
7763,4282634434731277828,1248,0,0,251,8,0
7764,133296564565142068,1376,0,0,123,7,0
7765,6587277183183267892,1018,1,0,481,10,0
7766,6059910840054253232,1193,0,0,306,10,0
7767,1493281583746408386,1009,8,0,490,10,0
7768,8232727261030812589,394,20,0,1105,22,0
7769,5797713854854090643,1088,8,0,411,10,0
7770,1617831976401113615,872,1,0,627,10,0
7771,7296823139583416030,709,0,0,790,18,0
7772,390666841307464845,944,8,0,555,10,0
7773,6284935932914875037,628,22,0,871,20,0
7774,1019542728515086296,1055,8,0,444,10,0
7775,6367144731200450110,894,22,0,605,12,0
7776,2970802493454433645,1131,0,0,368,11,0
7777,8565383769277893407,1095,7,0,404,0,0
7778,2692850887254434410,1193,0,0,306,10,0
7779,8074120635603211677,179,2,0,1320,10,0
7780,6998859195103405010,375,6,0,1124,6,0
7781,5753896671947450124,1046,8,0,453,10,0
7782,2918717612952658691,941,8,0,558,10,0
7783,7704246032493318376,215,6,0,1284,6,0
7784,4730769415839264455,556,10,0,943,1,0
7785,4213257807760795878,1370,0,0,129,7,0
7786,141281596244420894,1114,8,0,385,10,0
7787,6938518495491837494,1373,0,0,126,7,0
7788,198267071251238285,1193,0,0,306,10,0
7789,6682428661288679663,552,1,0,947,10,0
7790,5287197494580378435,1375,0,0,124,7,0
7791,1096872701492823086,609,22,0,890,20,0
7792,4624123550927728240,1065,8,0,434,10,0
7793,7960433717803174215,838,22,0,661,20,0
7794,3805090695189144890,1368,0,0,131,7,0
7795,7011309598443467990,1017,8,0,482,10,0
7796,7158422914384811015,470,2,0,1029,16,0
7797,4043114406104046085,583,22,0,916,20,0
7798,6378020571546194985,0,15,0,0,10,0
7799,1960109190420193506,1297,22,0,202,20,0
7800,2137273858318053915,198,2,0,1301,10,0
7801,1699651756029065556,562,22,0,937,20,0
7802,7154474125246657904,562,22,0,937,20,0
7803,7062670497148225362,1432,6,0,67,1,0
7804,4954289387284670202,384,3,0,1115,15,0
7805,7596818467891630526,1431,21,0,68,10,0
7806,3807312435986890896,708,0,0,791,18,0
7807,7799427948315267498,1056,8,0,443,10,0
7808,4293971321539264146,560,1,0,939,10,0
7809,3676866034534239543,862,7,0,637,3,0
7810,2485126953581406647,873,9,0,626,0,0
7811,2236049548352526357,946,8,0,553,10,0
7812,7342128109983022807,0,8,0,0,10,0
7813,6900242925985414200,1430,4,0,69,3,0
7814,7200830230926347246,545,22,0,954,20,0
7815,5306693251854620026,326,16,0,1173,20,0
7816,3851089248898126404,0,23,0,0,3,0
7817,9031140487121844870,1075,8,0,424,10,0
7818,3239745447553307804,711,0,0,788,18,0
7819,4237309664020284445,712,0,0,787,18,0
7820,3906909911298879903,709,0,0,790,18,0
7821,2543702618684693657,377,16,0,1122,20,0
7822,387175508055409146,1139,0,0,360,11,0
7823,2364333062968217177,1378,0,0,121,18,0
7824,4185310253022742428,57,3,0,2,0,0
7825,3274870690774289261,1338,12,0,161,20,0
7826,8947841941886455850,1013,8,0,486,10,0
7827,4409252765731674420,1294,7,0,205,1,0
7828,5947766317011203982,495,22,0,1004,20,0
7829,2474309913786134653,60,9,0,0,0,0
7830,1520166727615563164,1195,0,0,304,10,0
7831,7999912271525146993,702,22,0,797,20,0
7832,5565949645812698711,1029,8,0,470,10,0
7833,5549602300745796227,0,0,0,0,3,0
7834,2916358158094015162,1314,8,0,185,0,0
7835,8858522993784876549,708,0,0,791,18,0
7836,5942931377126903430,885,0,0,614,10,0
7837,5326086999404884827,1402,8,0,97,10,0
7838,5595954411641868721,206,2,0,1293,10,0
7839,2834338051912960188,1072,0,0,427,12,0
7840,6576413755753843323,1080,0,0,419,12,0
7841,7024614457464247164,1439,21,0,60,10,0
7842,8267210254798368930,1018,8,0,481,10,0
7843,778281888660867776,0,0,0,0,0,0
7844,7462859887803971920,1036,8,0,463,10,0
7845,4511611461447608281,0,8,0,0,10,0
7846,3682797204677259305,1428,0,0,71,6,0
7847,7954575158786895644,185,12,0,1314,0,0
7848,8984777093309735020,767,22,0,732,20,0
7849,7978715379806134499,883,8,0,616,10,0
7850,1438798249206033706,1415,6,0,84,1,0
7851,3935825252641795934,522,1,0,977,10,0
7852,4174581576801446131,711,0,0,788,18,0
7853,5220678275123771277,1432,7,0,67,0,0
7854,6493102501523825413,1431,5,0,68,3,0
7855,8793569217153416929,1013,8,0,486,10,0
7856,6524316574424179862,565,8,0,934,3,0
7857,2831894024493323780,1430,8,0,69,10,0
7858,4504497538904233579,1087,16,0,412,2,0
7859,6641264821296715149,631,21,0,868,21,0
7860,1561347939055935395,1135,0,0,364,11,0
7861,4014466843814180127,1042,8,0,457,10,0
7862,2819700347448798817,1433,4,0,66,3,0
7863,5865422502586660877,1090,18,0,409,0,0
7864,8530682066264693453,967,20,0,532,22,0
7865,7151575294756754100,1422,21,0,77,10,0
7866,9055589714910412631,713,1,0,786,17,0
7867,8711255513803746732,1418,7,0,81,0,0
7868,7469165285930712582,318,12,0,1181,0,0
7869,1848082697061343824,1434,7,0,65,0,0
7870,324582074486154866,1013,8,0,486,10,0
7871,8083411981090862868,1098,23,0,401,10,0
7872,5244608880702848026,1431,0,0,68,6,0
7873,3988980653839902450,982,21,0,517,21,0
7874,7129337400833062222,1311,14,0,188,18,0
7875,4334210731296634620,711,0,0,788,18,0
7876,872974853215582558,860,7,0,639,3,0
7877,855635002268932462,708,0,0,791,18,0
7878,8867798629561395362,960,22,0,539,20,0
7879,4803451583761986267,1411,7,0,88,1,0
7880,4766824697735125732,949,8,0,550,10,0
7881,3222867204723981696,0,18,0,0,10,0
7882,6006433073177336757,1293,23,0,206,10,0
7883,494668949189624724,1433,21,0,66,10,0
7884,1347261926409847570,573,9,0,926,0,0
7885,982834609494275648,1011,8,0,488,10,0
7886,5372499269146250778,1429,6,0,70,1,0
7887,4248642040718162168,1428,4,0,71,3,0
7888,6872846384641974754,226,12,0,1273,0,0
7889,3232583318983349894,709,0,0,790,18,0
7890,594498715064616268,708,0,0,791,18,0
7891,1700016429582019253,710,0,0,789,18,0
7892,5250473552411021215,930,6,0,569,12,0
7893,2290410850762895031,1064,8,0,435,10,0
7894,439661526512216740,1428,4,0,71,3,0
7895,4090335582552494661,940,8,0,559,10,0
7896,1800856585254576127,215,6,0,1284,6,0
7897,2836082899566291083,47,20,0,12,10,0
7898,5764489022127969502,0,8,0,0,10,0
7899,223111248623147507,1429,0,0,70,6,0
7900,7524711570215018930,1379,0,0,120,7,0
7901,883091435307005618,1010,7,0,489,11,0
7902,6991267735937352223,1372,0,0,127,7,0
7903,2230811549361155394,1031,8,0,468,10,0
7904,6089756351060802813,708,0,0,791,18,0
7905,5633140668771691358,1374,0,0,125,7,0
7906,4559813219545270361,0,19,0,0,10,0
7907,7955897182252536792,577,9,0,922,0,0
7908,589367131053534376,0,15,0,0,10,0
7909,1030838843716892116,0,14,0,0,10,0
7910,8061859264969789672,0,0,0,0,2,0
7911,1778706162333998556,1438,21,0,61,10,0
7912,340269371490240140,1419,21,0,80,10,0
7913,2804674989494024786,313,16,0,1186,20,0
7914,3658928158400103004,1377,0,0,122,7,0
7915,137489854657495758,575,11,0,924,0,0
7916,3182799153904908999,1315,0,0,184,8,0
7917,8176723985765451632,1258,0,0,241,9,0
7918,2688046780224592424,1377,0,0,122,7,0
7919,6598075333747906753,1427,7,0,72,0,0
7920,8688311628045346018,1024,8,0,475,10,0
7921,5774859487004626799,1417,21,0,82,10,0
7922,6728045629489759230,1420,6,0,79,1,0
7923,5481601781189253393,1367,0,0,132,7,0
7924,7044002388615752192,1424,6,0,75,1,0
7925,650067167646060495,1084,8,0,415,10,0
7926,4399394440722028015,718,1,0,781,17,0
7927,1003713923115890238,1016,8,0,483,10,0
7928,4075965926992217371,459,2,0,1040,16,0
7929,9133348962159704096,709,0,0,790,18,0
7930,7131977402881941682,557,22,0,942,20,0
7931,4039367982244910504,1023,8,0,476,10,0
7932,7900909688653955437,207,9,0,1292,3,0
7933,7338451475006285626,1433,21,0,66,10,0
7934,871050285986905117,209,3,0,1290,10,0
7935,3672540572839780787,1372,0,0,127,7,0
7936,7391227102511242942,709,0,0,790,18,0
7937,5400449062227182519,573,22,0,926,20,0
7938,2583031483871617877,708,0,0,791,18,0
7939,6923836608548045554,1434,0,0,65,6,0
7940,80263292273438478,205,10,0,1294,0,0
7941,1358738116955407053,1131,3,0,368,6,0
7942,1038179518281210829,1318,5,0,181,3,0
7943,5907953992892389527,60,18,0,0,0,0
7944,3549623081223652275,1014,8,0,485,10,0
7945,9022632567128543236,472,22,0,1027,20,0
7946,1133995665442958764,1125,20,0,374,12,0
7947,4733859388079123847,709,0,0,790,18,0
7948,2576229098080357764,1431,4,0,68,3,0
7949,8498273595408317998,586,8,0,913,3,0
7950,3666514223643635956,1373,0,0,126,7,0
7951,9011787676837351666,1415,21,0,84,10,0
7952,3518981871118927038,1032,8,0,467,10,0
7953,8259730922325032185,1137,0,0,362,7,0
7954,3656434493650509126,193,9,0,1306,3,0
7955,4702613138970206548,1012,8,0,487,10,0
7956,2572825156232404347,0,18,0,0,10,0
7957,1177035080301265113,1289,21,0,210,21,0
7958,2549504996254364591,1433,4,0,66,3,0
7959,6497999077891507278,1350,11,0,149,20,0
7960,8768486991384261978,710,18,0,789,0,0
7961,8290301463563317096,1428,0,0,71,6,0
7962,7915188401834954942,218,9,0,1281,3,0
7963,5779040784826729371,1044,15,0,455,3,0
7964,3592308577467824928,1437,0,0,62,6,0
7965,4390220359837739530,708,0,0,791,18,0
7966,2678802287161480395,1081,8,0,418,10,0
7967,1380805131866505470,888,12,0,611,0,0
7968,7382499461079062172,221,11,0,1278,1,0
7969,5581189775195551812,998,8,0,501,10,0
7970,1319163676875496665,1136,6,0,363,0,0
7971,4553326970205477576,1078,8,0,421,10,0
7972,3052772532209071893,1435,21,0,64,10,0
7973,7368242242012280253,211,11,0,1288,1,0
7974,1644901640452276527,1370,0,0,129,7,0
7975,8321212931916594154,0,15,0,0,10,0
7976,1782151736686247650,1114,8,0,385,10,0
7977,5415956106332294538,1419,1,0,80,6,0
7978,6375588536193471074,1044,1,0,455,10,0
7979,435051855806923332,305,12,0,1194,0,0
7980,8985360643001261665,1421,21,0,78,10,0
7981,8787039710988522554,1317,19,0,182,13,0
7982,3727388910970924909,1426,1,0,73,6,0
7983,3094815985933964755,0,0,0,0,1,0
7984,4543249355321732203,60,18,0,0,0,0
7985,2495099166038717804,1422,6,0,77,1,0
7986,6212571403589016623,0,0,0,0,0,0
7987,5105295943316754159,1425,21,0,74,10,0
7988,5966842838907315952,1402,8,0,97,10,0
7989,3671237723006130745,219,3,0,1280,10,0
7990,7902728198922762741,1375,0,0,124,7,0
7991,4304618326848259972,1031,8,0,468,10,0
7992,5055487362256257843,1438,0,0,61,6,0
7993,1086950757564092295,1070,8,0,429,10,0
7994,3285916384111124799,1434,6,0,65,1,0
7995,245254723147851575,698,16,0,801,20,0
7996,7454621293638345421,178,2,0,1321,10,0
7997,1587477617198682096,1419,6,0,80,1,0
7998,3615990733764969164,1012,8,0,487,10,0
7999,3789156511694193280,1061,8,0,438,10,0
8000,4719149103364121158,566,10,0,933,1,0
8001,2064577456810792286,1372,0,0,127,7,0
8002,5499112703679369064,1434,0,0,65,6,0
8003,5281630404354055315,1373,0,0,126,7,0
8004,4598887577624862284,1426,21,0,73,10,0
8005,5335359218302064546,527,12,0,972,0,0
8006,3142899744720658906,1048,6,0,451,1,0
8007,1663598864633213553,192,11,0,1307,1,0
8008,6503608818086421579,707,0,0,792,18,0
8009,6545047891104875621,1346,12,0,153,20,0
8010,7640461969573183389,209,2,0,1290,10,0
8011,8910740345347877136,1425,21,0,74,10,0
8012,2367299134091594697,708,8,0,791,10,0
8013,8537357353468428438,155,7,0,1331,0,0
8014,4455024939564454462,1033,8,0,466,10,0
8015,7051608002991049752,1431,21,0,68,10,0
8016,8506735742081120880,541,10,0,958,1,0
8017,5851403434125896869,1434,6,0,65,1,0
8018,870965743452471188,631,22,0,868,20,0
8019,8783081857876312698,560,22,0,939,20,0
8020,900129289064884450,601,22,0,898,20,0
8021,8366764289762266901,944,8,0,555,10,0
8022,2295215939664638893,612,22,0,887,20,0
8023,1314425497471251754,199,9,0,1300,3,0
8024,6873552747385171021,1051,8,0,448,10,0
8025,1291616343717800594,885,9,0,614,1,0
8026,6896321893854617846,1437,6,0,62,1,0
8027,8571850359955978025,881,10,0,618,0,0
8028,1076119633369684283,579,22,0,920,20,0
8029,3476567975186060794,174,12,0,1325,0,0
8030,673599800240117489,305,12,0,1194,0,0
8031,1339588905838967526,473,22,0,1026,20,0
8032,8401159144859343018,47,5,0,12,1,0
8033,8513827880653657822,1379,0,0,120,7,0
8034,1274874365274698348,1435,4,0,64,0,0
8035,8694378063719131393,1090,8,0,409,10,0
8036,2769513937594443535,1083,15,0,416,3,0
8037,1521929207110687734,1127,20,0,372,12,0
8038,7824994068141472546,715,0,0,784,7,0
8039,5488013212428394241,529,22,0,970,20,0
8040,8852828343046910134,1136,0,0,363,11,0
8041,1521693657990438534,873,10,0,626,0,0
8042,4472935708341406981,390,12,0,1109,0,0
8043,236543936783854823,390,12,0,1109,0,0
8044,1213599407959378897,554,11,0,945,0,0
8045,3010726748528874380,708,0,0,791,18,0
8046,3273338179787840582,1066,8,0,433,10,0
8047,6682001952313507975,1436,1,0,63,6,0
8048,4945550435476743850,1027,8,0,472,10,0
8049,7230824573491553031,557,1,0,942,10,0
8050,2367589214481313332,863,7,0,636,0,0
8051,1541778084164059840,1422,6,0,77,1,0
8052,7966040190035186755,980,8,0,519,10,0
8053,7212285958498665217,1349,11,0,150,20,0
8054,2428853571177976232,232,11,0,1267,1,0
8055,7372733207729131264,598,20,0,901,22,0
8056,4323299380755856121,576,2,0,923,10,0
8057,7469108739089752722,1028,8,0,471,10,0
8058,540317706280046232,1370,0,0,129,7,0
8059,3755860347709327483,885,11,0,614,0,0
8060,5758772664039528837,183,11,0,1316,1,0
8061,8580738710412911779,1376,0,0,123,7,0
8062,6673076491220728687,57,0,0,2,6,0
8063,2429826638627036652,1306,5,0,193,3,0
8064,6041156912610091990,707,0,0,792,18,0
8065,6098018533984027028,1031,8,0,468,10,0
8066,542165895910887273,56,6,0,3,1,0
8067,3666097341271899320,1309,8,0,190,0,0
8068,6184267683362743458,1435,21,0,64,10,0
8069,6217204567337232985,1056,1,0,443,10,0
8070,2022952390848873727,1061,8,0,438,10,0
8071,7832590722878413297,1037,1,0,462,10,0
8072,1864162454179092663,1429,6,0,70,1,0
8073,3240761082075994214,236,12,0,1263,0,0
8074,6974577199006152091,1067,8,0,432,10,0
8075,2740801298160305964,1044,8,0,455,10,0
8076,1421802966801470384,374,22,0,1125,20,0
8077,6326470972613577820,1043,8,0,456,10,0
8078,6326407987871230833,1040,8,0,459,10,0
8079,5783269339952661727,13,5,0,0,0,0
8080,982142600644061477,708,0,0,791,18,0
8081,4756884713522533325,590,21,0,909,21,0
8082,5615140510781733303,1427,6,0,72,1,0
8083,864427918970858412,1076,4,0,423,3,0
8084,2146105366414354278,1369,0,0,130,7,0
8085,3909888823169545461,1040,8,0,459,10,0
8086,2568288842800489906,1350,11,0,149,20,0
8087,3469126800283186242,1370,0,0,129,7,0
8088,8373798545928347598,1402,8,0,97,10,0
8089,9088499147926220088,1434,0,0,65,6,0
8090,8749317198240040949,190,2,0,1309,10,0
8091,6477385933016777519,1436,1,0,63,6,0
8092,3920594707551429491,1377,0,0,122,7,0
8093,7518522863389337808,53,4,0,6,2,0
8094,3699273607433304079,1309,0,0,190,8,0
8095,1369089838884633548,0,23,0,0,3,0
8096,1394442644196079980,468,22,0,1031,20,0
8097,6305833112798468513,943,0,0,556,6,0
8098,631342275710995431,1285,7,0,214,1,0
8099,8808799834758115214,325,10,0,1174,2,0
8100,6874021236378547801,1012,8,0,487,10,0
8101,151503822592870597,1369,11,0,130,20,0
8102,4080793021030090140,1431,6,0,68,1,0
8103,709288740644078240,636,22,0,863,20,0
8104,2673661615772379850,708,0,0,791,18,0
8105,7944034839907239419,871,7,0,628,3,0
8106,3331459188966416588,1377,0,0,122,7,0
8107,1172353394959933404,1046,8,0,453,10,0
8108,6392826803613221088,709,0,0,790,18,0
8109,6271725289311288069,197,2,0,1302,10,0
8110,4761077082816624762,1316,0,0,183,8,0
8111,4500314899590207674,1070,8,0,429,10,0
8112,8813279415422805428,1004,8,0,495,10,0
8113,1287159403789190934,707,0,0,792,18,0
8114,8398804305834090580,1307,7,0,192,1,0
8115,4527588900321720963,203,12,0,1296,0,0
8116,5976834746871549107,844,10,0,655,0,0
8117,1145702300073287243,1015,8,0,484,10,0
8118,4931312655024326720,1193,0,0,306,10,0
8119,5890936121459147728,0,16,0,0,10,0
8120,3325969016539870176,1020,8,0,479,10,0
8121,4326213301078071863,708,0,0,791,18,0
8122,15594282037189158,0,0,0,0,0,0
8123,473287249846531099,1373,0,0,126,7,0
8124,2618140564702512093,606,22,0,893,20,0
8125,2005567019446974918,1012,8,0,487,10,0
8126,8318429996421536683,716,0,0,783,18,0
8127,4801202433941572881,1068,9,0,431,2,0
8128,5862397230810058165,712,1,0,787,17,0
8129,8120291281787684286,566,9,0,933,0,0
8130,4555021673720506863,1134,0,0,365,11,0
8131,8422117732216434683,1430,7,0,69,0,0
8132,8273013462514594905,863,4,0,636,6,0
8133,7286237959336867476,596,9,0,903,0,0
8134,3235085790433150505,1063,8,0,436,10,0
8135,808823578625004293,1055,8,0,444,10,0
